"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrezgene_id","external_gene_name","gene_biotype","external_gene_source","transcript_count","description"
"ENSG00000005249",2032.7739136393,-3.57493085839266,0.0900078776266504,-39.7179774999401,0,0,"5577","PRKAR2B","protein_coding","HGNC Symbol",3,"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000013810",2782.60258601704,4.90220216353524,0.122496346654126,40.0191703461723,0,0,"10460","TACC3","protein_coding","HGNC Symbol",18,"transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]"
"ENSG00000069702",1575.41730570375,-4.20288276666042,0.0983610898171829,-42.7291195580695,0,0,"7049","TGFBR3","protein_coding","HGNC Symbol",11,"transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]"
"ENSG00000069869",17758.8636624606,-3.35169489099499,0.086630866475944,-38.6893843653947,0,0,"4734","NEDD4","protein_coding","HGNC Symbol",13,"NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]"
"ENSG00000076344",7338.04260130852,-7.99907144871978,0.137080261856706,-58.3531964440032,0,0,"8786","RGS11","protein_coding","HGNC Symbol",8,"regulator of G protein signaling 11 [Source:HGNC Symbol;Acc:HGNC:9993]"
"ENSG00000089009",5790.18575473049,5.12765742895307,0.127491026463844,40.2197517046996,0,0,"6128","RPL6","protein_coding","HGNC Symbol",13,"ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]"
"ENSG00000100784",5036.91086850424,-5.72433692852587,0.116147682378245,-49.2849862460801,0,0,"9252","RPS6KA5","protein_coding","HGNC Symbol",8,"ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]"
"ENSG00000104313",5203.72166415763,-7.3625091458075,0.157112548905407,-46.8613691083343,0,0,"2138","EYA1","protein_coding","HGNC Symbol",24,"EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]"
"ENSG00000106333",8452.8213197931,-5.24127894854673,0.104130175225897,-50.3339107725158,0,0,"5118","PCOLCE","protein_coding","HGNC Symbol",10,"procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]"
"ENSG00000106366",8381.24832053915,7.53983816566303,0.182299310489513,41.3596636510414,0,0,"5054","SERPINE1","protein_coding","HGNC Symbol",1,"serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]"
"ENSG00000107796",9659.42736117545,-6.44320329763361,0.104804158016062,-61.4785082920676,0,0,"59","ACTA2","protein_coding","HGNC Symbol",6,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]"
"ENSG00000108515",2846.14351267887,-4.8477904823778,0.107423015852293,-45.1280430354284,0,0,"2027","ENO3","protein_coding","HGNC Symbol",17,"enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]"
"ENSG00000108828",18044.3762909158,-3.24095317026738,0.0636352497506038,-50.9301555815238,0,0,"10493","VAT1","protein_coding","HGNC Symbol",9,"vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]"
"ENSG00000110719",1644.1334065177,-5.40627555656815,0.116269620190799,-46.4977484892136,0,0,"10312","TCIRG1","protein_coding","HGNC Symbol",16,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]"
"ENSG00000111275",4969.06974670117,-4.4832595264025,0.0968049421849851,-46.3123000252964,0,0,"217","ALDH2","protein_coding","HGNC Symbol",5,"aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]"
"ENSG00000113739",8410.61500007604,6.38761292982571,0.104588789227914,61.0735909362731,0,0,"8614","STC2","protein_coding","HGNC Symbol",5,"stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]"
"ENSG00000114270",13593.953089892,3.68991581128027,0.076786022018908,48.0545249547067,0,0,"1294","COL7A1","protein_coding","HGNC Symbol",10,"collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]"
"ENSG00000116641",6024.41423125005,-3.62282320975531,0.0717100930152379,-50.5204087377977,0,0,"85440","DOCK7","protein_coding","HGNC Symbol",37,"dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]"
"ENSG00000118523",8431.93637262612,5.62629710770375,0.119883511147889,46.9313674068412,0,0,"1490","CCN2","protein_coding","HGNC Symbol",1,"cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]"
"ENSG00000118785",7644.06215928129,-6.18687379114075,0.142763808340323,-43.3364300312889,0,0,"6696","SPP1","protein_coding","HGNC Symbol",11,"secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]"
"ENSG00000118971",3872.36708322304,6.32191235441775,0.16158371926852,39.1246864661654,0,0,"894","CCND2","protein_coding","HGNC Symbol",4,"cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]"
"ENSG00000121089",2249.67121652437,-5.67202432206995,0.113408926528063,-50.0139142104163,0,0,"NA","NACA3P","processed_pseudogene","HGNC Symbol",1,"NACA family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33442]"
"ENSG00000125534",3306.38471767781,4.88772685003912,0.121482623094036,40.2339587798963,0,0,"79144","PPDPF","protein_coding","HGNC Symbol",4,"pancreatic progenitor cell differentiation and proliferation factor [Source:HGNC Symbol;Acc:HGNC:16142]"
"ENSG00000127824",9290.27159828864,-5.96900557517432,0.102855824744742,-58.0327423360577,0,0,"7277","TUBA4A","protein_coding","HGNC Symbol",10,"tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]"
"ENSG00000130830",7312.1705673345,-4.94460721654446,0.0958638118628542,-51.5794972102546,0,0,"4354","MPP1","protein_coding","HGNC Symbol",18,"membrane palmitoylated protein 1 [Source:HGNC Symbol;Acc:HGNC:7219]"
"ENSG00000132386",4571.49411116974,-6.09875877831144,0.146856235542706,-41.5287696553947,0,0,"5176","SERPINF1","protein_coding","HGNC Symbol",12,"serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824]"
"ENSG00000133392",5338.16285053783,-7.6510004982461,0.127176177750588,-60.1606419816367,0,0,"4629","MYH11","protein_coding","HGNC Symbol",13,"myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]"
"ENSG00000133639",4323.89067765068,-3.6406398390337,0.0909589453265631,-40.02508852717,0,0,"694","BTG1","protein_coding","HGNC Symbol",3,"BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]"
"ENSG00000134871",31233.8783628115,4.43254156129766,0.107213897569554,41.342975694192,0,0,"1284","COL4A2","protein_coding","HGNC Symbol",18,"collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]"
"ENSG00000136193",10346.2653689016,4.7493153967322,0.0940654804475905,50.4894608961077,0,0,"9805","SCRN1","protein_coding","HGNC Symbol",10,"secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]"
"ENSG00000139239",3600.98661291631,-4.43500012164868,0.102292745162333,-43.3559595512914,0,0,"NA","RPL14P1","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31384]"
"ENSG00000140285",4314.15016756047,-8.9196842967277,0.187445316699557,-47.5855276289695,0,0,"2252","FGF7","protein_coding","HGNC Symbol",6,"fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]"
"ENSG00000140945",5874.40434991095,5.27356888465024,0.0995309311534869,52.9842213222928,0,0,"1012","CDH13","protein_coding","HGNC Symbol",14,"cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]"
"ENSG00000140988",38780.7438522294,5.4933290869726,0.115945400327288,47.3785857090163,0,0,"6187","RPS2","protein_coding","HGNC Symbol",17,"ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404]"
"ENSG00000142089",4541.34794723285,6.05772638139351,0.148427937364511,40.812575374654,0,0,"10410","IFITM3","protein_coding","HGNC Symbol",4,"interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]"
"ENSG00000143632",6596.58595849701,-7.22591974877193,0.121835393849712,-59.3088717526973,0,0,"58","ACTA1","protein_coding","HGNC Symbol",2,"actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
"ENSG00000143819",3667.95380472096,-3.69718876173518,0.0882545884472762,-41.8923120801124,0,0,"2052","EPHX1","protein_coding","HGNC Symbol",6,"epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]"
"ENSG00000145147",12188.1290701766,-4.66557673466919,0.105528486192604,-44.2115385428148,0,0,"9353","SLIT2","protein_coding","HGNC Symbol",12,"slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]"
"ENSG00000148303",8253.28931682138,5.86936292441676,0.141482563756726,41.4847085645757,0,0,"6130","RPL7A","protein_coding","HGNC Symbol",9,"ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]"
"ENSG00000148773",9361.82023350736,5.49077627133771,0.108945618971795,50.399238841896,0,0,"4288","MKI67","protein_coding","HGNC Symbol",5,"marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]"
"ENSG00000151729",7143.28023078095,-4.83600178367352,0.0953455544963037,-50.7207893353957,0,0,"291","SLC25A4","protein_coding","HGNC Symbol",2,"solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]"
"ENSG00000152291",3946.48311545979,5.01578449472547,0.103234747951959,48.586203717566,0,0,"10618","TGOLN2","protein_coding","HGNC Symbol",6,"trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]"
"ENSG00000158125",9276.401051149,-6.26664717474615,0.114957278026076,-54.5128353972043,0,0,"7498","XDH","protein_coding","HGNC Symbol",3,"xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]"
"ENSG00000159217",4699.11783553762,5.46482123534778,0.129777200232587,42.1092551353683,0,0,"10642","IGF2BP1","protein_coding","HGNC Symbol",6,"insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866]"
"ENSG00000162840",2045.49248246712,-6.90218537346559,0.155742821780655,-44.3178394647715,0,0,"NA","MT2P1","processed_pseudogene","HGNC Symbol",1,"metallothionein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7407]"
"ENSG00000164830",11395.7020426849,-4.83481239075586,0.0953314342319157,-50.7158255795676,0,0,"55074","OXR1","protein_coding","HGNC Symbol",15,"oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]"
"ENSG00000164961",9489.96135862791,-3.57609171306833,0.0786567641434796,-45.4645160147333,0,0,"9897","WASHC5","protein_coding","HGNC Symbol",8,"WASH complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:28984]"
"ENSG00000167244",17317.2081705217,7.93458937071342,0.125816411597236,63.0648201612494,0,0,"3481","IGF2","protein_coding","HGNC Symbol",7,"insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]"
"ENSG00000167986",33785.3131918501,-2.81615098202046,0.0639341509308482,-44.0476793860364,0,0,"1642","DDB1","protein_coding","HGNC Symbol",25,"damage specific DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2717]"
"ENSG00000168824",4214.28288761428,-4.69924855424656,0.108855144742764,-43.169742370481,0,0,"27065","NSG1","protein_coding","HGNC Symbol",11,"neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]"
"ENSG00000169100",4043.97462729698,5.00102072092089,0.119363810789989,41.8972943962035,0,0,"293","SLC25A6","protein_coding","HGNC Symbol",3,"solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]"
"ENSG00000173110",3138.36666623476,-8.62426466055095,0.202787240928653,-42.5286355347438,0,0,"3310","HSPA6","protein_coding","HGNC Symbol",1,"heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]"
"ENSG00000174059",3556.59980673493,-6.24667521864601,0.117288151867126,-53.2592177402777,0,0,"947","CD34","protein_coding","HGNC Symbol",4,"CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]"
"ENSG00000178082",1368.44952192548,-5.60875524666244,0.135075082836524,-41.5232412142993,0,0,"NA","TWF1P1","processed_pseudogene","HGNC Symbol",1,"twinfilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21736]"
"ENSG00000178464",3563.2115026656,-4.38573023054345,0.0889247175121467,-49.3195857489723,0,0,"NA","RPL10P16","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L10 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36882]"
"ENSG00000180447",5733.0689916042,-5.01273048846555,0.107995638863952,-46.4160455106928,0,0,"2619","GAS1","protein_coding","HGNC Symbol",1,"growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]"
"ENSG00000180574",1449.88676499995,-4.90898197371197,0.123859373001473,-39.6335122223943,0,0,"255308","EIF2S3B","protein_coding","HGNC Symbol",2,"eukaryotic translation initiation factor 2 subunit gamma B [Source:HGNC Symbol;Acc:HGNC:43863]"
"ENSG00000180764",1504.61979547173,-3.97086038266967,0.101553794812144,-39.1010536830754,0,0,"NA","PIPSL","transcribed_processed_pseudogene","HGNC Symbol",2,"PIP5K1A and PSMD4 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23733]"
"ENSG00000180867",6997.74251835155,-4.72798129117444,0.113071681769609,-41.8140175964486,0,0,"NA","PDIA3P1","transcribed_processed_pseudogene","HGNC Symbol",3,"protein disulfide isomerase family A member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4607]"
"ENSG00000181218",5589.48784023188,-6.92659877258417,0.128885208484257,-53.7423871524422,0,0,"92815","H2AW","protein_coding","HGNC Symbol",1,"H2A.W histone [Source:HGNC Symbol;Acc:HGNC:20507]"
"ENSG00000183199",15130.4984138931,-5.62241099738717,0.126494048014493,-44.4480280743564,0,0,"NA","HSP90AB3P","processed_pseudogene","HGNC Symbol",1,"heat shock protein 90 alpha family class B member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:5259]"
"ENSG00000183255",4799.92446707907,5.58723095693943,0.102172151373929,54.6844798881773,0,0,"754","PTTG1IP","protein_coding","HGNC Symbol",7,"PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]"
"ENSG00000187498",25332.1986451786,3.52749901057744,0.067845847846016,51.9928503006331,0,0,"1282","COL4A1","protein_coding","HGNC Symbol",18,"collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]"
"ENSG00000188460",6756.99546308928,-6.09383825775813,0.0977045975044325,-62.3700257040788,0,0,"NA","ACTBP11","processed_pseudogene","HGNC Symbol",1,"ACTB pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:33971]"
"ENSG00000196154",51643.2729910795,-9.80825760191215,0.11885926282696,-82.5199262441282,0,0,"6275","S100A4","protein_coding","HGNC Symbol",6,"S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]"
"ENSG00000196205",34431.5290809821,-2.99732967964359,0.0650231085932134,-46.0963762651672,0,0,"NA","EEF1A1P5","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3200]"
"ENSG00000196262",19576.1760969393,6.8544669341211,0.121646637204004,56.3473606148767,0,0,"5478","PPIA","protein_coding","HGNC Symbol",10,"peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]"
"ENSG00000196419",9292.40864709064,4.7615043836077,0.0886023052345233,53.7401862288388,0,0,"2547","XRCC6","protein_coding","HGNC Symbol",8,"X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]"
"ENSG00000196549",9496.43984317673,-5.33106235009674,0.0918247584803948,-58.0569166564698,0,0,"4311","MME","protein_coding","HGNC Symbol",18,"membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]"
"ENSG00000196604",5737.88014121473,-7.04428225292252,0.133301312268288,-52.8448079996759,0,0,"728378","POTEF","protein_coding","HGNC Symbol",2,"POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]"
"ENSG00000196834",3575.8242305483,-6.18685582340219,0.112071775670459,-55.2044061619429,0,0,"653269","POTEI","protein_coding","HGNC Symbol",4,"POTE ankyrin domain family member I [Source:HGNC Symbol;Acc:HGNC:37093]"
"ENSG00000197258",3943.52906315148,-5.26501501336095,0.0974669934617312,-54.0184407701893,0,0,"NA","EIF4BP6","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation initiation factor 4B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37939]"
"ENSG00000197744",7836.22600699464,-5.18436111581341,0.12448679974523,-41.6458702964774,0,0,"NA","PTMAP2","processed_pseudogene","HGNC Symbol",1,"prothymosin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9625]"
"ENSG00000198712",105871.130889608,9.71916781195607,0.163793889862285,59.3377922712976,0,0,"4513","MT-CO2","protein_coding","HGNC Symbol",1,"mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]"
"ENSG00000198727",60959.4398515556,8.85826090675497,0.213207726589687,41.5475604399763,0,0,"4519","MT-CYB","protein_coding","HGNC Symbol",1,"mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]"
"ENSG00000198768",3529.48280968426,6.06731376997579,0.146980557093204,41.2797031795734,0,0,"164284","APCDD1L","protein_coding","HGNC Symbol",3,"APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]"
"ENSG00000198804",156840.716766532,7.25657103433005,0.158894864534867,45.6690092255165,0,0,"4512","MT-CO1","protein_coding","HGNC Symbol",1,"mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]"
"ENSG00000198886",107063.17937433,9.04778953641237,0.162558577867507,55.6586410579128,0,0,"4538","MT-ND4","protein_coding","HGNC Symbol",1,"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]"
"ENSG00000198888",66211.3824260165,10.4848120859811,0.251897517883932,41.6233243346693,0,0,"4535","MT-ND1","protein_coding","HGNC Symbol",1,"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]"
"ENSG00000198899",96204.3711307869,10.1605229994478,0.195165824268936,52.0609744944213,0,0,"4508","MT-ATP6","protein_coding","HGNC Symbol",1,"mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]"
"ENSG00000198938",152223.84529935,9.92146599830395,0.162089990013025,61.209615704873,0,0,"4514","MT-CO3","protein_coding","HGNC Symbol",1,"mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]"
"ENSG00000203914",2042.75466342884,-7.20780967085093,0.161524268418239,-44.623694887678,0,0,"NA","HSP90B3P","processed_pseudogene","HGNC Symbol",1,"heat shock protein 90 beta family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:12100]"
"ENSG00000204390",3122.36535361058,-7.06643173419567,0.151251165430839,-46.7198498211035,0,0,"3305","HSPA1L","protein_coding","HGNC Symbol",1,"heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]"
"ENSG00000204434",13716.73862488,-11.1154505576304,0.214727081948205,-51.7654804265053,0,0,"NA","POTEKP","unprocessed_pseudogene","HGNC Symbol",1,"POTE ankyrin domain family member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:30182]"
"ENSG00000205940",1755.6410847502,-5.41997196995107,0.137063837436652,-39.5434132832891,0,0,"NA","HSP90AB2P","transcribed_processed_pseudogene","HGNC Symbol",2,"heat shock protein 90 alpha family class B member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:32537]"
"ENSG00000212907",18504.3060691712,9.12412509951063,0.201841425367013,45.2044226447571,0,0,"4539","MT-ND4L","protein_coding","HGNC Symbol",1,"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]"
"ENSG00000213087",1995.21448088388,-6.29144142233724,0.151349123839062,-41.5690640470922,0,0,"NA","AL356535.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein S12 (RPS12) pseudogene"
"ENSG00000213235",16986.5503864223,-8.13402279556638,0.113083011006101,-71.9296623179545,0,0,"NA","EEF1A1P16","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:37889]"
"ENSG00000213290",1444.24623191676,-6.87952572321554,0.176558986222733,-38.9644609452893,0,0,"NA","PGK1P2","processed_pseudogene","HGNC Symbol",1,"phosphoglycerate kinase 1, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8899]"
"ENSG00000213293",1688.44095830791,-7.22104477734886,0.179430954174316,-40.2441418794087,0,0,"NA","AC012618.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein L28 (RPL28) pseudogene"
"ENSG00000213300",1948.60399123061,-3.9592518682926,0.102676029419962,-38.5606250130556,0,0,"NA","HNRNPA3P6","processed_pseudogene","HGNC Symbol",1,"heterogeneous nuclear ribonucleoprotein A3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:48495]"
"ENSG00000213430",1841.80399731224,-4.35859465324881,0.0997825699976722,-43.6809219621272,0,0,"NA","HSPD1P1","processed_pseudogene","HGNC Symbol",1,"heat shock protein family D (Hsp60) member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35133]"
"ENSG00000213478",6120.42333285535,-8.25378044758566,0.183444476318739,-44.9933441072628,0,0,"NA","CFL1P2","processed_pseudogene","HGNC Symbol",1,"cofilin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1878]"
"ENSG00000213574",4302.20484895885,-8.19809729797392,0.153443570147439,-53.4274410462206,0,0,"NA","LDHAP5","processed_pseudogene","HGNC Symbol",1,"lactate dehydrogenase A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:6540]"
"ENSG00000213750",6459.9069471317,-10.5332596524573,0.253661740047329,-41.5248261345679,0,0,"NA","AP002982.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein S2 (RPS2) pseudogene"
"ENSG00000213763",14185.7331126163,-5.20332745943179,0.132941750699054,-39.1399047482893,0,0,"NA","ACTBP2","processed_pseudogene","HGNC Symbol",1,"ACTB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:135]"
"ENSG00000214144",2199.37385860127,-6.43280384395447,0.153210691588667,-41.9866510440731,0,0,"NA","AL390728.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"heat shock 70kDa protein 8 (HSPA8) pseudogene"
"ENSG00000214203",1789.70033830845,-7.34710480567595,0.17783710800549,-41.3136768140041,0,0,"NA","RPS4XP1","processed_pseudogene","HGNC Symbol",1,"ribosomal protein S4X pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32444]"
"ENSG00000214485",2898.41977848787,-3.86815634698049,0.0994220990036143,-38.9064039659822,0,0,"NA","RPL7P1","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10367]"
"ENSG00000214548",36817.9149850166,8.96636171568376,0.189808193351844,47.2390656975644,0,0,"NA","MEG3","lncRNA","HGNC Symbol",50,"maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]"
"ENSG00000215057",1155.38051120796,-5.95120498369742,0.154203087904944,-38.5932931989401,0,0,"NA","PKMP5","processed_pseudogene","HGNC Symbol",1,"pyruvate kinase M1/2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44247]"
"ENSG00000215093",2209.11156525228,-7.34355553791548,0.168404724733136,-43.60658852982,0,0,"NA","EEF1A1P29","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:37904]"
"ENSG00000216285",3133.09285216736,-7.54335566655771,0.175549239526848,-42.970027593905,0,0,"NA","AC078819.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"phosphoglycerate mutase 1 (brain) (PGAM1) pseudogene"
"ENSG00000217239",1997.76311472347,-7.32172541494314,0.183591486501079,-39.8805279835245,0,0,"NA","AL136968.2","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein L34 (RPL34) pseudogene"
"ENSG00000218336",3971.62836546603,7.13607070460703,0.173954862187885,41.0225423702127,0,0,"55714","TENM3","protein_coding","HGNC Symbol",6,"teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]"
"ENSG00000219451",2872.26731759033,-5.58383318972023,0.109220380984508,-51.1244617477781,0,0,"NA","RPL23P8","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L23 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36225]"
"ENSG00000219797",4052.93520962262,-8.71861513267159,0.189437091194282,-46.0238017682079,0,0,"NA","PPIAP9","processed_pseudogene","HGNC Symbol",1,"peptidylprolyl isomerase A pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:9272]"
"ENSG00000219951",4640.96955653664,-9.3045255891951,0.205215875604682,-45.3401841440322,0,0,"NA","AL391416.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"glyceraldehyde-3-phosphate dehydrogenase (GAPDH) pseudogene"
"ENSG00000224415",3949.6930887548,-6.97253546112381,0.154161267939325,-45.2288409035925,0,0,"NA","AC007683.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein L19 (RPL19) pseudogene"
"ENSG00000224773",1343.48971002914,-5.88710070795483,0.148492181878336,-39.6458630581527,0,0,"NA","HSPA8P7","processed_pseudogene","HGNC Symbol",1,"heat shock protein family A (Hsp70) member 8 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44922]"
"ENSG00000225031",3719.85849361294,-4.32248720940412,0.106019659224917,-40.7706197228395,0,0,"NA","EIF4BP7","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation initiation factor 4B pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37940]"
"ENSG00000225159",2613.53954302579,-5.3487823505694,0.111950687807958,-47.7780213351149,0,0,"NA","NPM1P39","processed_pseudogene","HGNC Symbol",1,"nucleophosmin 1 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:45218]"
"ENSG00000226549",3140.64135907725,-8.11069037426299,0.187170892419206,-43.333075295156,0,0,"NA","SCDP1","processed_pseudogene","HGNC Symbol",1,"stearoyl-CoA desaturase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10572]"
"ENSG00000226666",3938.41249147844,-5.53025622711456,0.124551970590244,-44.4011941433526,0,0,"NA","HSPA9P1","processed_pseudogene","HGNC Symbol",1,"heat shock protein family A (Hsp70) member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24915]"
"ENSG00000226986",1800.48930726726,-7.56820644810906,0.187927258637803,-40.2719994053416,0,0,"NA","AC092017.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"pseudogene similar to px19-like protein (PX19)"
"ENSG00000227008",1440.21702424319,-4.63865795239414,0.109546835398624,-42.3440616565033,0,0,"NA","AL009174.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein S24 (RPS24) pseudogene"
